Name,Old_price,New_price,Discount,Rating
"116plus smart watch heart rate and blood pressure monitor for men, women and children", ,"₦ 13,481", ,3 out of 5
For Samsung Full Hd Led Smart Tv 32 Inch Blue Light Tv Anti,"₦ 172,232","₦ 86,116",50%,5 out of 5
"TV, FRIDGE AND AC Automatic Voltage Protector","₦ 20,000","₦ 8,900",56%, 
Bluetooth Speakers Portable Handfree TF FM Radio MP3,"₦ 46,510","₦ 31,797",32%, 
Mini Digital Camera Canon EOS 1200D/ Rebel T5 & 18-55mm,"₦ 500,000","₦ 370,000",26%,3 out of 5
Hisense 50W Micro Hi-Fi System HA120,"₦ 295,000","₦ 166,999",43%, 
Dstv Explora A7 Remote Control, ,"₦ 2,800", ,4.3 out of 5
DVD/AUDIO Floating Shelf With Book Storage, ,"₦ 19,990", ,3.4 out of 5
Weifeng Tripod Stand WT-3560,"₦ 50,000","₦ 30,000",40%,4.5 out of 5
Digital Voice Recorder Pen Sound Audio Activated Dictaphone,"₦ 39,970","₦ 18,370",54%,4 out of 5
"Replacement USB Cable Charger For Vibrators, Dildos Sex Toy","₦ 4,900","₦ 2,900",41%,4.3 out of 5
P47 5.0 Wireless Bluetooth Stereo Foldable Headphone,"₦ 10,000","₦ 5,500",45%, 
Bluetooth Portable Speaker With2 Wireless Microphone,"₦ 32,000","₦ 25,500",20%, 
50Amps Car/Inverter Battery Fast Change, ,"₦ 39,500", ,4.6 out of 5
Anycast M9 Plus Wifi Dongle Mirror Screen Display Projector Amplifier Airplay TV Box Stick Chromecast, ,"₦ 10,800", , 
Xdobo Wireless Karaoke Speaker Subwoofer King Max 140W Microphone, ,"₦ 224,000", ,3 out of 5
Polystar 55 INCH Android Smart 4K Uhd HD TV,"₦ 690,000","₦ 478,000",31%,5 out of 5
"Replacement USB Cable Charger For Vibrators, Dildos", ,"₦ 2,850", ,4.5 out of 5
"Replacement USB Cable Charger For Vibrators, Dildos", ,"₦ 2,850", ,4.5 out of 5
LG DVD Player DV 2608 USB Black,"₦ 20,000","₦ 18,500",8%,3.9 out of 5
TV/DVD Guard And Fridge Guard Voltage Protection,"₦ 9,500","₦ 8,000",16%,4.7 out of 5
LED High Quality Cylindrical Wireless Bluetooth Speaker And Free Microphone, ,"₦ 27,000", ,4.3 out of 5
Dslr Quick Release Plate Camera Plate Tripod Head Plate Adap,"₦ 5,380","₦ 2,690",50%, 
Mini Voice Changer Sound Effects Machine Audio Card 8 Fixed,"₦ 25,316","₦ 20,252",20%,5 out of 5
Hisense 40''Smart TV + Netflix&Youtube APP 12 Months Warranty-,"₦ 349,000","₦ 312,500",10%,4.5 out of 5
Homeflower Bluetooth Home Theater Sound System Mini,"₦ 75,000","₦ 41,900",44%,4.3 out of 5
2pcs Earphone Connector Converter 3.5mm Stereo Splitter Audio, ,"₦ 5,899", , 
"Amani 40""INCHES FULL HD LED TV + Free Hanger & HDMI Wire-PROMO","₦ 1,130,000","₦ 198,440 - ₦ 199,990",82%, 
4K Mini WiFi IP Camera Hidden Built-in Battery CCTV Wireless Micro Night Vision Home Monitor,"₦ 500,000","₦ 70,000",86%, 
"14 Inch Ring Light & Tripod Stand & Phone ,remote, Holder Dimmable RGB LED Selfie RingLights & Remote For Photos & YouTube Videos", ,"₦ 25,500", , 
6a 12v Smart Fast Battery Charger, ,"₦ 15,400", ,5 out of 5
Jbl Go 3 Portable Bluetooth Speaker, ,"₦ 59,900", ,3.9 out of 5
Portable Home Theater Bluetooth Speaker Fm A11/A18,"₦ 27,000","₦ 24,900",8%,4.5 out of 5
Dstv REMOTE CONTROL Replacement For DSTV HD Decoder, ,"₦ 6,000", ,4.1 out of 5
TV Console Floating Wall Shelve For 42 Inches TV- Akal, ,"₦ 42,000", , 
R10 3.0 Inch HD Folding Screen Photo And Video Camera,"₦ 224,500","₦ 157,150",30%, 
DVD/Decoder Wall Shelf - Wall Decor Shelf,"₦ 11,200","₦ 8,990",20%,4.1 out of 5
Mi+ 2.1 POWERFUL SOUNDBAR HOME THEATRE SYSTEM - MILS506,"₦ 85,000","₦ 64,999",24%, 
Ulanzi VL49 Mini LED Video Light Photography Lamp,"₦ 14,000","₦ 12,000",14%, 
Spy Hidden Camera Multi-functional Intelligent Charger 1080p,"₦ 25,000","₦ 20,000",20%,1 out of 5
Iphone Type C To Lightning Usb Cable For IOS Fast Charge, ,"₦ 3,500", ,3.9 out of 5
7 Inch Kids Tablet Android Quad Core Dual Camera Wifi Game,"₦ 55,705 - ₦ 55,710","₦ 46,006 - ₦ 46,007",17%, 
Marsriva Smart Mini DC UPS 10000mAh, ,"₦ 31,999", ,5 out of 5
150W Car Power Inverter DC 12V To 220V AC, ,"₦ 12,900", ,5 out of 5
MS-881A Bluetooth Wireless Headset (Black),"₦ 15,900","₦ 10,800",32%,5 out of 5
Hisense Smart Android Tv Remote Control, ,"₦ 8,900", ,4.3 out of 5
Super X Bass Bluetooth Home Theatre System 3.1 Speakers,"₦ 51,999","₦ 44,950",14%, 
"Samsung Fast Wireless Charger For All Wireless Samsung Devices Note 9,8,5, S9,S9+,S8,S8+,S7,S7 Edge,S6 Edge+, S20,S21,S22,S23,ZFolds 2,3,4, ZFlip 2,3,4","₦ 25,000","₦ 9,999",60%, 
14 Inches Ring Light +Tripod Stand & Phone Holder Ring Light,"₦ 27,000","₦ 19,000",30%, 
Ace-Type Type C Earphone Jack AUX Audio Adapter,"₦ 5,000","₦ 3,500",30%,4.1 out of 5
"Big Professional Light LED 800 Tripod, 2battery & Charger", ,"₦ 66,700", ,5 out of 5
X6 Portable Ultra Mini High Denifition Digital Camera Mini,"₦ 29,510","₦ 15,530",47%, 
LG Replacement Remote Control DVD And Home Theater, ,"₦ 3,250", ,4.5 out of 5
1000w  Solar Power Inverter/10A Inbuilt Charger, ,"₦ 39,500", ,3.9 out of 5
LASA 3M 4K 60HZ HDMI 2.0 HDR CABLE,"₦ 6,441","₦ 3,285",49%,5 out of 5
Zealot S67 Waterproof Bluetooth Bass Speaker,"₦ 89,000","₦ 74,990",16%, 
Kids Sport Watch LED Large Screen Breathable Hole-Dark Blue,"₦ 5,995","₦ 3,991",33%,5 out of 5
Remote Control Holder Rack, ,"₦ 7,900", ,4 out of 5
Replacement Ear Pads for Anker Soundcore Life Q30/Q35 Protein Leather Headphones Earpads(Blue),"₦ 15,580","₦ 7,987",49%,4.7 out of 5
Usb Type C Female To Lightning Male Otg Adapter For Iphone,"₦ 10,000","₦ 2,500 - ₦ 3,999",75%, 
Koleer S2035 Bluetooth Speaker, ,"₦ 18,000", ,2 out of 5
Panasonic Panasonic Super Uni-Directional Condenser Microphone & Boom Mic For Camera, ,"₦ 22,000", ,4.2 out of 5
SML Led Light Kit 416,"₦ 35,000","₦ 29,000",17%,3 out of 5
1080P Wireless 360 Rotate Auto Tracking Panoramic Camera Light Bulb Wifi PTZ IP Cam,"₦ 30,000","₦ 24,000",20%, 
Google Chromecast With Google TV - Streaming Entertainment In 4K, ,"₦ 121,500", ,4.8 out of 5
Home Security Door  Stopper Alarm  Or Wedge Anti Burglar,"₦ 11,000","₦ 9,000",18%,4 out of 5
Portable Bluetooth Wireless Speakers USB/TF/FM,"₦ 20,000","₦ 14,900",26%, 
Onyx Studio 8 Portable Stereo Bluetooth Speaker,"₦ 450,000","₦ 360,000",20%, 
Wireless Stereo Earphone Wireless Bluetooth SYNOX 5.0 Earphone Touch Sensor Control Volume Earbuds HiFi Sound Headphones,"₦ 25,500","₦ 15,959",37%,5 out of 5
Energy 75-Inch 4k UHD Android Smart TV,"₦ 1,400,000","₦ 1,089,707",22%, 
Wireless Bluetooth Sports Earphone Bluetooth Earphone Earbuds,"₦ 7,500","₦ 4,700",37%, 
itel HEAVY DUTY BOOM BLUETOOTH MINI SPEAKER SYSTEM!,"₦ 70,000","₦ 40,999",41%,5 out of 5
Dolphin Super B Connector HDMI Extender Cable Connector Combiner,"₦ 3,000","₦ 2,500",17%,4.5 out of 5
Gtmedia Freesat V8 BT03 Digital Satellite Finder,"₦ 38,000","₦ 35,500",7%,5 out of 5
Djack Powerful Bluetooth HiFi System - DJ-L2,"₦ 140,000","₦ 115,000",18%,4.1 out of 5
Mini Camera Wireless Wifi 1080P Surveillance Security Night Vision Motion Detect Camcorder Baby Monitor IP Camera With 4GB Memory Card,"₦ 95,000","₦ 47,500",50%, 
Wireless Stereo Earphone Wireless Bluetooth Earbuds Headset Earphones 6D Wireless Bluetooth Earpiece (Neckband),"₦ 9,000","₦ 6,990",22%,5 out of 5
Energy 32inch FULL HD LED Energy With Free Gift Inside,"₦ 176,990","₦ 114,990",35%,3.8 out of 5
Power Pod Bluetooth Wireless Aírpods Earpiece 6D Earpóds Stereo Earbuds Headphones Ear  Pod (Neckband),"₦ 8,765","₦ 7,990",9%, 
Type C Jack Earphone To 3.5mm AUX Headphones Adapter Audio Cable,"₦ 10,000","₦ 3,000",70%, 
Dstv Full KIT HD Zapper - Dish Kit + No Subscription,"₦ 80,000","₦ 70,000",13%, 
SHPLUS 120W HYPER DOUBLE FAST CHARGER FOR ALL ANDROID PHONES,"₦ 7,000","₦ 5,000",29%,5 out of 5
Ilive Hometheater Bluetooth Sound Bar 4.1 Channel With Wireless Subwoofer & Detachable Satellite Speakers,"₦ 150,000","₦ 144,000",4%,5 out of 5
Lightning To 3.5MM Digital Audio IPhone Jack, ,"₦ 4,000", , 
Solar Wireless CCTV CAMERA Wifi HD 1080P Outdoor IP Camera,"₦ 80,000","₦ 69,500",13%,5 out of 5
Logitech Original R400 Laser Presentation Remote,"₦ 15,000","₦ 14,500",3%,4.8 out of 5
TYPE A1 Iphone Fast Data PD Type C To Lightning Charging Cord For Iphone 11/12  (iphoneTC), ,"₦ 3,450", , 
Firman AVS 30AMPS Voltage Surge Protector- AC/LARGE FRIDGE.,"₦ 35,000","₦ 28,999",17%,4 out of 5
Professional Photography Camera SLR Digital Camcorder Portable HD Output Camera,"₦ 212,420","₦ 118,014",44%,2 out of 5
Zealot S39 High Performance Super Bass Bluetooth Speaker,"₦ 78,000","₦ 60,500",22%, 
Stylus Pen For Apple IPad Pencil  Active Pen With Palm Rejection Compatible With 20182020 Apple IPad 9th 8th 7th 6th Generation IPad Air 4th 3rd Gen IPad Pro 1112.9 Inch IPad Mini 6th 5th Gen,"₦ 33,600","₦ 19,200",43%, 
LG Smart Tv Magic Replacement Remote Control, ,"₦ 30,000", ,4 out of 5
Panoramic Camera Wireless Light Bulb Ip Camera Wifi 360 Degree Camera,"₦ 35,000","₦ 13,800",61%,3.7 out of 5
"Samsung Fast Wireless Charger For All Wireless Samsung Devices S20,S21,S22,S23,ZFolds 2,3,4, ZFlip 2,3,4","₦ 25,000","₦ 9,999",60%,4.7 out of 5
Gaming Havit Gaming Headphones With Noise-cancelling Mic,"₦ 50,000","₦ 39,990",20%,3.5 out of 5
New Pro3 TWS Wireless Headphones 5.0 Bluetooth Headphones Sports Earbuds Waterproof Headphones Suitable for All Smartphones,"₦ 12,719","₦ 7,245",43%,3 out of 5
7 Inch Kids Tablet Android Quad Core Dual Camera Wifi Game,"₦ 55,700 - ₦ 55,710","₦ 46,001 - ₦ 49,000",17%, 
Professional Wifi 4K HD Camera Drone GPS 5G Obstacle Avoidance Quadcopter Drone With 2 Batteries., ,"₦ 279,999", , 
"Amani 50"" INCH SMART Full HD LED 4K SCREEN TV - PROMO PRICE","₦ 675,901","₦ 334,910",50%,4.8 out of 5
Zealot S67 Waterproof Bluetooth Bass Speaker,"₦ 98,000","₦ 73,500",25%,4.6 out of 5
MK ® RGB Wireless Bluetooth Speakers Portable Sound Box Car Audio Bass Lights,"₦ 51,026","₦ 16,460",68%, 
"Infinity 50"" Smart BLUETOOTH UHD 4K TV - 2023 - FRAMELESS SCREEN","₦ 400,000","₦ 334,499",16%,4.1 out of 5
Adjustable Voltage Current Protector Regulator 63A, ,"₦ 16,990", ,5 out of 5
3-Tier TV Stand With  Drawer Console  - Black Tv Shelf , ,"₦ 60,000", ,3.3 out of 5
Hisense 43-Inch Smart LED TV + Netflix +YouTube 2024 Model,"₦ 480,000","₦ 340,500",29%,4 out of 5
Wireless Ip Cctv Bulb Camera Wi-Fi Cctv Camera,"₦ 32,000","₦ 14,500",55%, 
Vlogging Video Making Kit,"₦ 20,000","₦ 16,000",20%,3.3 out of 5
Dstv Replacement Dstv Explorer  A7 Remote Control,"₦ 4,500","₦ 3,990",11%,3.9 out of 5
"8 Inch Photography Shooting Live Video Fill Light LED Tablet Lamp, Style: Lamp","₦ 30,963","₦ 17,532",43%, 
Android Box  Mini  TV Media .4G/5G Wifi,"₦ 18,390","₦ 14,146",23%, 
Solar Powered Cctv 4G Simcard Intelligent Rotational Camera,"₦ 260,000","₦ 120,000",54%,4.5 out of 5
D Marc Wall Bracket For TV / Television Shelf - 15-32-39-40-42- TV / WALL Hanger/bracket, ,"₦ 3,000", ,3.7 out of 5
IPhone Charger PD 20W TypeC To IPhone 13 14 12 /11/X /Pro Max Fast Charger Original 2PIN,"₦ 7,000","₦ 4,940",29%,4.1 out of 5
AAA Universal Rechargeable  Battery AAA Charger AA (BATTERY NOT INCLUDED), ,"₦ 4,590", ,4 out of 5
"Ceiling Hanger For - 32 -70"" Tv", ,"₦ 39,000", ,5 out of 5
Deboss 1200Watt XBoom Wireless Bluetooth Soundbar System,"₦ 189,500","₦ 167,900",11%,2 out of 5
Polystar 5.1 Bluetooth HDMI Tallboy Home Theatre +SURGE - PV-HT735T4,"₦ 100,000","₦ 94,000",6%,3.2 out of 5
Wearable Mini Hidden Button Shirt Spy Camera, ,"₦ 20,000", , 
Modern Floating TV Shelves, ,"₦ 42,900", ,1.3 out of 5
Universal Power Adapter Converter Travel Socket Charger Plug With USB 2,"₦ 10,000","₦ 6,100",39%,5 out of 5
"Amani 50""INCHE SMART ANDROID 4k Netflix And YouTube+ Free Gift","₦ 450,001","₦ 328,990",27%,3 out of 5
2NLF 1080P Surveillance Cameras Wireless WiFi Camera Bulb Monitor,"₦ 29,665","₦ 25,529",14%, 
Security Small Portable HD Spy Rechargeable Video WIFI Camera,"₦ 21,999","₦ 14,999",32%,2.3 out of 5
Digital Satellite Signal Finder Meter Mini Satellite Finder,"₦ 25,010","₦ 11,490",54%, 
XIAOMI Mi Box S - 4K HDR Android TV With Google Assistant Remote Streaming Media Player, ,"₦ 97,000", ,4.7 out of 5
"Amani 43"" INCH SMART FULL UHD LED Netflix YouTube Apps TV(+free Gift Inside Amani","₦ 349,909","₦ 223,990",36%, 
Super X Bass Bluetooth Home Theatre System 3.1 + Free LG DVD Player,"₦ 99,999","₦ 59,750",40%, 
"TUCCI Adjustable Headset Headphone With Microphone TC770MV For Gaming, PC/Laptop And Mobile Devices","₦ 11,790","₦ 9,880",16%,4 out of 5
D-Marc Fridge/ Freezer's Hi Volt Power Guard With Surge Protection,"₦ 7,600","₦ 6,350",16%,4.2 out of 5
Duracell Rechargeable AAA Battery,"₦ 5,999","₦ 3,999",33%,4.5 out of 5
P47 5.0 Wireless Bluetooth Stereo Foldable Headphone -,"₦ 10,000","₦ 5,500",45%, 
Sony DVD PLAYER Last Memory HD Picture Clear Quality,"₦ 119,000","₦ 24,889",79%,3.6 out of 5
Wireless 360 Rotate Panoramic Light Bulb Camera, ,"₦ 25,000", ,4 out of 5
LG Smart Tv Remote Control For All Models, ,"₦ 3,700", ,5 out of 5
2000w Solar Power Inverter, ,"₦ 40,900", ,4.7 out of 5
Power Pod Bluetooth EARBUDS Airpods Wireless EARPHONES / Headphones Earpods (BUDSACE),"₦ 97,000","₦ 15,995",84%, 
Samsung New DVD PLAYER DV-878D WITH USB PORT BLACK EXEPTIONAL,"₦ 39,000","₦ 19,800",49%,5 out of 5
Lithium Ultra Battery CR2032 3V - 1 Pack, ,"₦ 3,000", ,5 out of 5
Samsung New DVD PLAYER DV-878D WITH USB PORT BLACK EXEPTIONAL,"₦ 39,000","₦ 19,800",49%,5 out of 5
Lithium Ultra Battery CR2032 3V - 1 Pack, ,"₦ 3,000", ,5 out of 5
Portable WIFI Home Night Vision High-definition Camera,"₦ 35,429","₦ 17,900",49%, 
Smartwatch Series 6 - Latest Edition - Gold,"₦ 18,000","₦ 13,000",28%,3 out of 5
Ha400 4-Way Monitoring Earphone Amplifier Headphone Amplifier Distributor Headphone Amplifier Stereo,"₦ 28,980","₦ 17,549",39%,4.8 out of 5
High Speed SVGA CABLES 1.5M,"₦ 5,000","₦ 3,500",30%,4 out of 5
"116plus smart watch heart rate and blood pressure monitor for men, women and children", ,"₦ 13,481", ,4 out of 5
Video Conference Lighting Kit Ring Light Clip On Laptop Monitor With 5 Dimmable Color & 5 Brightness,"₦ 7,800","₦ 7,300",6%,4.4 out of 5
LASA USB-C To HDMI 4k@60hz Cable,"₦ 19,380","₦ 15,680",19%,5 out of 5
DC 5V To DC 9V 12V USB Voltage Step Up Converter Cable With DC Jack,"₦ 6,085","₦ 4,681",23%,4.9 out of 5
Samsung AC Replacement Remote Control,"₦ 5,000","₦ 4,500",10%,5 out of 5
super scaner Garrett Handheld Super Scanner/Metal Detector, ,"₦ 11,000", ,4.3 out of 5
Home Theater Power Sound + Dvd Player, ,"₦ 59,990", ,4.3 out of 5
USB Bluetooth Dongle Transmitter Receiver,"₦ 6,000","₦ 4,000",33%,5 out of 5
Hdmi And More USB Type C To HDMI Cable High Speed HDMI To Type C,"₦ 25,000","₦ 10,800",57%,4 out of 5
Blue Gate 100% Genuine Original 650VA UPS - Metal, ,"₦ 70,000", ,4.7 out of 5
Century 2000va Wall Mount Automatic Voltage Ac Stabilizer,"₦ 80,000","₦ 71,000",11%, 
"26""-55""  TV Adjustable Wall Hanger","₦ 15,000","₦ 14,900",1%,5 out of 5
"Multi Purpose Pot Cleaner, Kitchen Doors, Window Burn Mark .", ,"₦ 3,999", ,3.5 out of 5
Full HD Digital Video Camcorder 270 Degree Screen Rotation Portable Camera,"₦ 138,783","₦ 68,556",51%,2 out of 5
"10 Metre HDMI Cable For TV, Computer 10m","₦ 7,000","₦ 4,500",36%,4 out of 5
30M High Speed HDTV CABLE,"₦ 16,000","₦ 15,000",6%,5 out of 5
LG 480Watts Xboom CD/Bluetooth HiFi Home Audio System,"₦ 289,999","₦ 269,500",7%,4.3 out of 5
Otg IPhone OTG To Type A USB 3.0 Flash Drive Reader,"₦ 5,000","₦ 3,450",31%,4.8 out of 5
Solar Rotational Solar Powered 4G Simcard PTZ CCTV Camera,"₦ 180,000","₦ 120,000",33%,4 out of 5
Polystar Powerful Boom Speaker  Player (PV-SUB811), ,"₦ 185,000", ,4.4 out of 5
LED TV Backlight 3M RGB Neon Accent LED Lights,"₦ 6,500","₦ 5,590",14%, 
Portable Projector Mini LED Projectors Full 3D HD 1080P HDMI USb, ,"₦ 45,000", , 
Anycast Miracast HDMI M9 PLUS Wireless HDMI TV Same Screen Receiver Fit For Apple Tv Android Tv Mobile Screen Cast, ,"₦ 11,700", ,4.3 out of 5
Classic P9 Wireless Bluetooth Stereo Overhead Foldable Headset,"₦ 15,000","₦ 6,600",56%,3.8 out of 5
Power Pod ORAIMO FREEPODS Bluetooth Earphones 5 3 Wireless Hearpod Ear Pód / Headphones 5 0 Hear Earpiece Cover Stereo Slide Earpóds Aìrpods Earbuds Pod,"₦ 32,765","₦ 24,970",24%,5 out of 5
10 Pieces 3.7voltage Recharge Battery,"₦ 9,000","₦ 8,000",11%,4 out of 5
"Camcorder 4K 60fps Ultra HD HDV4K Pro 18X Zoom Digital Video Camera Remote Control With 2 Batteries Wifi Night Vision, Wide Angle Lens, Microphone For Live Streaming, Comedy Skit, You Tube, Photography", ,"₦ 299,999", , 
Gotv UK 3 Pin 12V 2A Power Plug Adapter For Gotv/Dstv And More,"₦ 8,333","₦ 7,449",11%, 
Deboss XBoom Wireless Bluetooth Soundbar System 1700Watts,"₦ 190,000","₦ 175,000",8%,4.5 out of 5
Home Mini Pro 6s Tws Bluetooth Wireless Headphones Hifi Stereo Waterproof Gaming For,"₦ 15,000","₦ 9,800",35%, 
"Canon E10 Battery Compatible With Canon EOS Rebel T7, T6, T5, T3, T100, 4000D, 3000D, 2000D, 1500D, 1300D, 1200D, 1100D","₦ 30,000","₦ 18,000",40%,5 out of 5
2m Usb Type C To Magsafe 3 Magnetic Charger Cord Lap Charging Cable Converter Pd 140w For Macbook Air/pro A2442 A2485 A2681,"₦ 25,080 - ₦ 37,920","₦ 18,600 - ₦ 28,080",26%, 
Poe 430p Mini Dc Ups For Router - 9v 12v 15v 8800mAh - Router Power Bank,"₦ 33,000","₦ 29,000",12%,5 out of 5
HDMI To AV Video Audio Adapter Converter White, ,"₦ 5,500", ,4 out of 5
HDMI To AV Video Audio Adapter Converter White, ,"₦ 5,500", ,4 out of 5
Jbl XTREME 4 PORTABLE WIRELESS BLUETOOTH SPEAKER,"₦ 535,000","₦ 500,000",7%, 
4K High Speed HDMI 4K Ultra HD 3x1 3 In 1 Out Switch V2.0,"₦ 10,000","₦ 8,900",11%, 
Samsung New DVD PLAYER  WITH USB PORT AND LAST MEMORY,"₦ 20,000","₦ 19,800",1%,4.3 out of 5
Samsung 50 Inch  Crystal UHD 4K Smart TV-,"₦ 600,000","₦ 579,000",4%,5 out of 5
Universal Power Adapter Converter Travel Socket Charger Plug,"₦ 9,000","₦ 3,800",58%, 
Startimes REMOTE CONTROL FOR STARTIME TV, ,"₦ 3,700", , 
12V/18Ah Lead Acid Battery With Nut And Bolt Terminal,"₦ 28,000","₦ 23,000",18%,5 out of 5
1 Pair Ear Pads For Edifier W830BT / W860NB,"₦ 8,686","₦ 6,080",30%, 
Djack High Bluetooth Home Theater 2023 NEW, ,"₦ 70,000", ,5 out of 5
Fotga 49mm Slim Fader Variable ND Filter Lens Adjustable,"₦ 19,520","₦ 10,270",47%,4 out of 5
P9 Wireless Bluetooth Headset Headphone-Black,"₦ 14,000","₦ 8,000",43%, 
Magicsat Free-to-Air Satellite Decoder Full Package+free WiFi Stick,"₦ 49,000","₦ 45,000",8%,5 out of 5
Geekria Carrying Case For Large Sized Over-Ear Headphones, ,"₦ 8,869", , 
Samsung 25 Watts Galaxy Super Fast Charging Adaptive(type C - Type C),"₦ 7,000","₦ 4,900",30%,5 out of 5
LASA PD 3.0 FAST CHARGER GAN 20W USB C POWER ADAPTER,"₦ 4,853","₦ 2,475",49%,5 out of 5
IPhone Charger USB Charger IPhone 12/11/X/XR/ Pro Max,"₦ 7,800","₦ 4,500",42%,3.7 out of 5
Jbl Clip 4 Speaker Waterproof Portable Bluetooth Speaker - BLACK,"₦ 140,398","₦ 62,199",56%,5 out of 5
"Honeycomb Softbox Diffuser For Led 660,  Led 800 And Other  Video Led Light", ,"₦ 24,990", ,5 out of 5
USB Dongle Bluetooth USB Dongle Bluetooth Audio Receiver,"₦ 9,800","₦ 3,500",64%,5 out of 5
Full Kits Condenser Microphone With V8 Sound Card & Stand,"₦ 60,000","₦ 55,000",8%, 
Professional Video And Photo Led Light Kit And Tripod.,"₦ 100,000","₦ 52,900",47%,4.1 out of 5
SPY Camera For Security Mini Digital Camera Cctv (Wireless),"₦ 30,000","₦ 17,500",42%,1 out of 5
High Quality 3.5mm Stereo Audio Cable Extension Male To Male 1/2/3m,"₦ 10,000 - ₦ 19,000","₦ 3,999 - ₦ 5,999",68%,5 out of 5
4K Digital Camera Camcorder 48MP Digital Video Camera 2.4,"₦ 65,310","₦ 34,370",47%,4 out of 5
Mini Rechargeable Hand Fan With Stand With Free Gift,"₦ 9,000","₦ 6,600",27%,5 out of 5
Universal Replacement TV Remote Control, ,"₦ 4,999", ,4 out of 5
Felicity Solar 5Kva 48v Hybrid Inverter With Inbuilt 6000W MPPT  Controller,"₦ 850,000","₦ 560,000",34%,4.5 out of 5
Rgb 10 Inches Selfie Ring Light With Stand 35.5CM- 15 Colors, ,"₦ 25,999", ,4 out of 5
MAGIC SWEEPER AND VACUUM CLEANER, ,"₦ 15,000", , 
LG Replacement Voice Magic Remote Control AKB75855501 For LG, ,"₦ 45,000", ,3.5 out of 5
Professional Alto Saxophone Bag,"₦ 16,000","₦ 14,500",9%,3.2 out of 5
Smart Audio Glasses Wirelessly BT Music Glasses Music &,"₦ 58,450","₦ 36,122",38%, 
DVD/AUDIO Floating Shelf With Book Storage,"₦ 45,000","₦ 30,500",32%,4.1 out of 5
Jbl Tune S20 Plus Wireless Bluetooth Earbud Earphone Headset,"₦ 32,000","₦ 14,000",56%,5 out of 5
Multifunctional Bluetooth Speaker TF RGB Night Light Wireless Charger With Fast Charging Station For IPhone 11 12 13 14 15 Samsung SMA,"₦ 50,000","₦ 20,500",59%, 
60A 12v/24v Solar Charge Controller, ,"₦ 33,800", ,3.5 out of 5
Plug Adaptor And Surge Protector, ,"₦ 4,400", ,4.1 out of 5
LG DVD Player DV 2608 USB Black,"₦ 200,000","₦ 18,800",91%,2 out of 5
"2.7"" Digital Video Camcorder 1080P Camera","₦ 42,224","₦ 28,149",33%, 
